User ID,Timestamp,Action,Resource,Status,Compliant
bbtathbw,2023-01-02 00:58:41,Delete,Financials,Unauthorized,False
qbaskrzt,2023-01-02 00:58:59,Login,Admin Panel,Unauthorized,False
kxjtsnhe,2023-01-02 00:59:02,Delete,Admin Panel,Unauthorized,False
wwftopkw,2023-01-02 00:59:33,Access,Dashboard,Success,True
ujgetizc,2023-01-02 00:59:51,Edit,Admin Panel,Success,False
knquaqid,2023-01-02 01:00:10,Login,Documents,Success,True
witqybpw,2023-01-02 01:00:58,Login,Documents,Success,True
qiqspvaa,2023-01-02 01:01:15,Edit,Financials,Success,False
csscaggm,2023-01-02 01:01:18,Delete,Admin Panel,Unauthorized,False
hdasxlgs,2023-01-02 01:01:32,Login,Dashboard,Success,True
ufraxfgb,2023-01-02 01:01:36,Login,Admin Panel,Unauthorized,False
ixfqjfuz,2023-01-02 01:02:25,Edit,Financials,Unauthorized,False
nslitgot,2023-01-02 01:03:24,View,Reports,Success,True
cxvoprjg,2023-01-02 01:03:42,View,Admin Panel,Success,False
bxynxoge,2023-01-02 01:03:44,Login,Admin Panel,Success,False
vdzgywsg,2023-01-02 01:03:51,Delete,Admin Panel,Unauthorized,False
dgpiadgw,2023-01-02 01:05:10,Delete,Financials,Unauthorized,False
cphnjths,2023-01-02 01:05:30,Delete,Admin Panel,Success,False
jxgaqujt,2023-01-02 01:05:32,Login,Reports,Success,True
jxxsdnyg,2023-01-02 01:05:42,Login,Admin Panel,Success,False
agzptlio,2023-01-02 01:05:44,Login,Reports,Success,True
lfimshvi,2023-01-02 01:05:53,Access,Documents,Success,True
taqzarol,2023-01-02 01:05:54,Login,Dashboard,Success,True
oeouhzqu,2023-01-02 01:06:29,View,Dashboard,Success,True
doqsvyki,2023-01-02 01:06:49,View,Admin Panel,Unauthorized,False
htdqfbyq,2023-01-02 01:06:51,Edit,Financials,Unauthorized,False
ugpdrbwh,2023-01-02 01:07:32,Login,Dashboard,Success,True
hgvkxapv,2023-01-02 01:07:42,View,Documents,Success,True
qgmrlmhk,2023-01-02 01:07:49,Delete,Admin Panel,Unauthorized,False
napywubq,2023-01-02 01:08:05,Delete,Admin Panel,Success,False
qdarihkb,2023-01-02 01:08:19,Access,Reports,Success,True
hpfynzzu,2023-01-02 01:08:45,View,Reports,Success,True
mifowliv,2023-01-02 01:09:12,Edit,Financials,Unauthorized,False
theympwn,2023-01-02 01:09:18,Access,Reports,Success,True
fezrpetu,2023-01-02 01:09:30,Edit,Admin Panel,Success,False
fmqoqgsv,2023-01-02 01:09:32,Edit,Financials,Unauthorized,False
erijsvej,2023-01-02 01:10:13,Edit,Financials,Unauthorized,False
xqploqua,2023-01-02 01:10:22,Access,Admin Panel,Unauthorized,False
sgfpvoun,2023-01-02 01:11:03,Access,Reports,Success,True
lbithjfi,2023-01-02 01:11:22,View,Reports,Success,True
mkwiaobo,2023-01-02 01:11:29,Access,Documents,Success,True
rcypttoe,2023-01-02 01:11:41,View,Documents,Success,True
vxhrtnui,2023-01-02 01:12:45,Access,Reports,Success,True
abkrnrdx,2023-01-02 01:13:42,Access,Financials,Unauthorized,False
ggtiaqmr,2023-01-02 01:13:48,Delete,Financials,Unauthorized,False
bdyffgiv,2023-01-02 01:13:49,Access,Reports,Success,True
jtohoqqb,2023-01-02 01:13:52,View,Financials,Unauthorized,False
idsjihtv,2023-01-02 01:14:15,Login,Dashboard,Success,True
zouwxrij,2023-01-02 01:14:27,Login,Financials,Unauthorized,False
dxjgeciw,2023-01-02 01:14:36,View,Dashboard,Success,True
jhtmxgyr,2023-01-02 01:14:42,Delete,Financials,Unauthorized,False
nkqrixut,2023-01-02 01:14:46,Access,Dashboard,Success,True
wqlfszpf,2023-01-02 01:14:47,Login,Admin Panel,Success,False
gxdsesaj,2023-01-02 01:14:55,Edit,Admin Panel,Unauthorized,False
vcvchbqo,2023-01-02 01:16:21,View,Reports,Success,True
sgppdpod,2023-01-02 01:16:30,Login,Dashboard,Success,True
hpzeilgk,2023-01-02 01:16:31,Delete,Financials,Unauthorized,False
iqdwdrpm,2023-01-02 01:17:15,View,Dashboard,Success,True
kbhwxyix,2023-01-02 01:17:20,Access,Documents,Success,True
loehrupn,2023-01-02 01:17:48,Delete,Financials,Unauthorized,False
jjgazxjl,2023-01-02 01:17:59,Delete,Financials,Unauthorized,False
ypbezmaa,2023-01-02 01:17:59,Access,Admin Panel,Unauthorized,False
qowckvqo,2023-01-02 01:18:04,View,Financials,Unauthorized,False
nyfbtrim,2023-01-02 01:18:14,Edit,Admin Panel,Unauthorized,False
mjzxdnle,2023-01-02 01:18:17,Login,Reports,Success,True
kcyhmxpd,2023-01-02 01:18:17,Login,Documents,Success,True
hdmknzvn,2023-01-02 01:18:55,View,Admin Panel,Unauthorized,False
ektlkewc,2023-01-02 01:18:56,Access,Dashboard,Success,True
ssaxfhkp,2023-01-02 01:18:57,Edit,Financials,Unauthorized,False
bgzjciiz,2023-01-02 01:19:09,Access,Admin Panel,Unauthorized,False
bszjerun,2023-01-02 01:19:12,Delete,Financials,Unauthorized,False
rgftfjyf,2023-01-02 01:19:30,Login,Documents,Success,True
zfxxvneo,2023-01-02 01:19:48,Delete,Financials,Unauthorized,False
iqnvtbjj,2023-01-02 01:20:31,Login,Documents,Success,True
kqzjajoi,2023-01-02 01:20:38,Login,Reports,Success,True
bwtkamzs,2023-01-02 01:20:47,View,Dashboard,Success,True
nticjega,2023-01-02 01:21:20,View,Documents,Success,True
akvxizak,2023-01-02 01:21:52,Edit,Admin Panel,Unauthorized,False
spdyudhi,2023-01-02 01:22:18,View,Reports,Success,True
msokadpx,2023-01-02 01:22:19,View,Dashboard,Success,True
piygrzsp,2023-01-02 01:22:41,Login,Reports,Success,True
cepkzkbs,2023-01-02 01:22:49,Edit,Admin Panel,Success,False
vubogqpq,2023-01-02 01:22:56,Delete,Financials,Unauthorized,False
pzivxame,2023-01-02 01:23:01,Edit,Admin Panel,Unauthorized,False
rgycgbym,2023-01-02 01:23:57,Access,Dashboard,Success,True
ngbcxrkj,2023-01-02 01:24:00,Access,Reports,Success,True
syrornfl,2023-01-02 01:24:03,View,Documents,Success,True
upakdnub,2023-01-02 01:24:31,View,Documents,Success,True
cvrzwzwk,2023-01-02 01:24:33,View,Reports,Success,True
qchazxrm,2023-01-02 01:24:40,Access,Documents,Success,True
duowyuyf,2023-01-02 01:25:06,Access,Financials,Success,False
dkwahcro,2023-01-02 01:25:47,Access,Financials,Unauthorized,False
urbkgcli,2023-01-02 01:25:55,View,Dashboard,Success,True
kiqbdnqi,2023-01-02 01:26:24,View,Documents,Success,True
anixzztz,2023-01-02 01:26:56,Login,Reports,Success,True
upxjkudd,2023-01-02 01:26:58,Access,Financials,Success,False
zcmjwejh,2023-01-02 01:27:03,Login,Admin Panel,Unauthorized,False
oneoinly,2023-01-02 01:27:30,Edit,Admin Panel,Unauthorized,False
pidhfijt,2023-01-02 01:27:48,Access,Documents,Success,True
hnwbquod,2023-01-02 01:27:55,View,Financials,Unauthorized,False
xljfppyi,2023-01-02 01:28:15,Access,Dashboard,Success,True
gqucanty,2023-01-02 01:28:23,Delete,Admin Panel,Success,False
okmqoaay,2023-01-02 01:28:25,Access,Admin Panel,Unauthorized,False
fmsjrnti,2023-01-02 01:29:05,Login,Financials,Success,False
cahmjlgf,2023-01-02 01:29:23,Access,Reports,Success,True
wophmizf,2023-01-02 01:29:39,Access,Financials,Unauthorized,False
jnhulols,2023-01-02 01:30:01,View,Documents,Success,True
udfaprgt,2023-01-02 01:30:10,View,Documents,Success,True
ikblyjux,2023-01-02 01:30:16,Access,Dashboard,Success,True
jvbvrgeg,2023-01-02 01:30:44,Login,Admin Panel,Success,False
ahkdrtfd,2023-01-02 01:30:54,Delete,Admin Panel,Unauthorized,False
npmihwqd,2023-01-02 01:31:50,Edit,Admin Panel,Success,False
ankvchqj,2023-01-02 01:32:24,Delete,Financials,Unauthorized,False
yoqeqrbp,2023-01-02 01:32:33,Login,Reports,Success,True
phsdanid,2023-01-02 01:32:42,Delete,Admin Panel,Unauthorized,False
bamgyhja,2023-01-02 01:33:03,Login,Reports,Success,True
cgcpxxyq,2023-01-02 01:33:30,Edit,Admin Panel,Unauthorized,False
erxwsvih,2023-01-02 01:33:31,Edit,Admin Panel,Unauthorized,False
heceltzr,2023-01-02 01:33:39,Delete,Financials,Unauthorized,False
pjqdvtvt,2023-01-02 01:34:10,View,Dashboard,Success,True
xqfzbttw,2023-01-02 01:34:15,Delete,Financials,Success,False
lfvyiske,2023-01-02 01:34:49,View,Documents,Success,True
lfppboca,2023-01-02 01:35:05,Edit,Admin Panel,Unauthorized,False
oebxzxcg,2023-01-02 01:35:08,Access,Admin Panel,Success,False
cqskpojj,2023-01-02 01:35:17,Edit,Admin Panel,Unauthorized,False
mqategox,2023-01-02 01:35:25,Edit,Financials,Success,False
dkzhbcxe,2023-01-02 01:35:44,Edit,Financials,Unauthorized,False
gosdwdya,2023-01-02 01:36:13,Login,Dashboard,Success,True
xfbuyodr,2023-01-02 01:36:27,View,Documents,Success,True
sekmzati,2023-01-02 01:36:30,Access,Dashboard,Success,True
vngdllwr,2023-01-02 01:36:36,Login,Financials,Unauthorized,False
uobcemkn,2023-01-02 01:36:46,Access,Reports,Success,True
qnghwpll,2023-01-02 01:37:05,Edit,Admin Panel,Unauthorized,False
mkxpqlby,2023-01-02 01:37:51,View,Admin Panel,Success,False
gvybrmux,2023-01-02 01:38:23,Login,Reports,Success,True
lxubmvlj,2023-01-02 01:38:32,Access,Reports,Success,True
dmmofpxk,2023-01-02 01:38:36,View,Admin Panel,Unauthorized,False
oquggkts,2023-01-02 01:38:51,Access,Admin Panel,Unauthorized,False
rzdyjtgv,2023-01-02 01:38:53,Delete,Admin Panel,Success,False
ddpurbqh,2023-01-02 01:39:01,Access,Documents,Success,True
beiygexm,2023-01-02 01:39:10,Delete,Admin Panel,Unauthorized,False
xjudxzyn,2023-01-02 01:39:14,View,Dashboard,Success,True
xfbeasad,2023-01-02 01:39:23,Access,Documents,Success,True
pflqanxb,2023-01-02 01:39:53,Edit,Admin Panel,Unauthorized,False
pfunzfld,2023-01-02 01:40:00,Delete,Financials,Unauthorized,False
xmgwxemj,2023-01-02 01:41:21,Access,Financials,Success,False
stodtkjf,2023-01-02 01:41:36,Delete,Admin Panel,Unauthorized,False
huvondtu,2023-01-02 01:42:54,Login,Documents,Success,True
suxwpvcg,2023-01-02 01:43:24,Edit,Financials,Unauthorized,False
xdwaudpc,2023-01-02 01:43:56,View,Reports,Success,True
dgaxqidy,2023-01-02 01:43:57,View,Dashboard,Success,True
tmrxcdqr,2023-01-02 01:44:25,Edit,Financials,Unauthorized,False
vycjmjml,2023-01-02 01:44:48,Delete,Admin Panel,Unauthorized,False
gmcgabyc,2023-01-02 01:45:19,Access,Dashboard,Success,True
potevxrq,2023-01-02 01:46:29,Login,Reports,Success,True
enlrqlwy,2023-01-02 01:46:36,Access,Reports,Success,True
gdjzmrue,2023-01-02 01:46:48,Access,Dashboard,Success,True
adbxiuyq,2023-01-02 01:46:53,Edit,Financials,Unauthorized,False
frqmpnen,2023-01-02 01:47:03,Login,Reports,Success,True
byxvnjly,2023-01-02 01:47:36,Login,Reports,Success,True
poetfofi,2023-01-02 01:47:46,View,Admin Panel,Success,False
qtwamplw,2023-01-02 01:47:48,View,Reports,Success,True
dubkyuxw,2023-01-02 01:48:07,View,Dashboard,Success,True
cvzmsfji,2023-01-02 01:48:14,View,Dashboard,Success,True
jjmhxlla,2023-01-02 01:48:19,Edit,Financials,Unauthorized,False
urmqqvos,2023-01-02 01:48:43,Access,Dashboard,Success,True
nxbjismg,2023-01-02 01:49:10,Edit,Admin Panel,Unauthorized,False
fjtfrsyc,2023-01-02 01:49:21,Edit,Admin Panel,Success,False
aoegpevr,2023-01-02 01:49:30,Access,Admin Panel,Unauthorized,False
kcuwvswc,2023-01-02 01:50:06,Access,Reports,Success,True
yljbhwih,2023-01-02 01:50:39,Login,Reports,Success,True
dvzriail,2023-01-02 01:50:43,View,Reports,Success,True
hhlqnkyr,2023-01-02 01:50:56,Delete,Financials,Unauthorized,False
vffidnyf,2023-01-02 01:51:00,Delete,Admin Panel,Unauthorized,False
zzhewyjn,2023-01-02 01:51:07,Login,Dashboard,Success,True
fcmmqfwo,2023-01-02 01:51:35,Login,Admin Panel,Success,False
ghevqogc,2023-01-02 01:51:58,Login,Admin Panel,Unauthorized,False
xzqusnqd,2023-01-02 01:52:18,Login,Reports,Success,True
clfclajv,2023-01-02 01:52:19,Delete,Admin Panel,Unauthorized,False
rwwxtclj,2023-01-02 01:52:21,Login,Admin Panel,Unauthorized,False
dvhawhcn,2023-01-02 01:52:28,View,Dashboard,Success,True
mnilrbnp,2023-01-02 01:52:44,Delete,Financials,Unauthorized,False
hbuigzwy,2023-01-02 01:52:53,Access,Documents,Success,True
oixjeqcb,2023-01-02 01:53:16,Access,Financials,Unauthorized,False
rygfilhm,2023-01-02 01:53:46,Edit,Financials,Unauthorized,False
kwslggnp,2023-01-02 01:53:51,Edit,Financials,Unauthorized,False
itgbwulr,2023-01-02 01:54:26,Access,Dashboard,Success,True
kvmiswbr,2023-01-02 01:54:27,Delete,Admin Panel,Unauthorized,False
vlegixkg,2023-01-02 01:55:00,Login,Dashboard,Success,True
aucrfvnw,2023-01-02 01:55:09,View,Documents,Success,True
fkgqrwae,2023-01-02 01:55:21,View,Reports,Success,True
aoarllhm,2023-01-02 01:55:36,View,Dashboard,Success,True
rvboockr,2023-01-02 01:55:40,Access,Reports,Success,True
divksrhi,2023-01-02 01:55:50,Access,Documents,Success,True
lxogyuca,2023-01-02 01:56:59,Access,Financials,Unauthorized,False
hhonyfmu,2023-01-02 01:57:07,Access,Documents,Success,True
dcbafwiw,2023-01-02 01:57:39,View,Documents,Success,True
xrlgdxcg,2023-01-02 01:57:48,Delete,Financials,Success,False
tktpwxen,2023-01-02 01:58:18,Access,Documents,Success,True
itpmrkvs,2023-01-02 01:58:18,View,Dashboard,Success,True
ulelzqbu,2023-01-02 01:59:12,Access,Documents,Success,True
xdwznrin,2023-01-02 01:59:28,Access,Documents,Success,True
qkfzvome,2023-01-02 02:00:19,Login,Admin Panel,Unauthorized,False
zshqrcop,2023-01-02 02:00:27,Access,Dashboard,Success,True
xerbqyes,2023-01-02 02:00:48,Delete,Financials,Unauthorized,False
sldasqiz,2023-01-02 02:00:52,Access,Documents,Success,True
zuawjbpd,2023-01-02 02:00:56,Delete,Admin Panel,Success,False
sioakulj,2023-01-02 02:01:01,Login,Documents,Success,True
kyuahdyq,2023-01-02 02:02:08,Edit,Admin Panel,Unauthorized,False
xxfrzgnr,2023-01-02 02:02:09,View,Dashboard,Success,True
valhfzas,2023-01-02 02:03:18,Delete,Admin Panel,Success,False
qeylnloo,2023-01-02 02:03:19,Login,Dashboard,Success,True
kgdynbhk,2023-01-02 02:03:23,Access,Dashboard,Success,True
ehoeyasy,2023-01-02 02:03:40,Login,Reports,Success,True
uubwcgez,2023-01-02 02:03:48,Access,Documents,Success,True
yqitcpyx,2023-01-02 02:04:05,Login,Dashboard,Success,True
frvubyre,2023-01-02 02:04:49,Login,Dashboard,Success,True
ewyvsryp,2023-01-02 02:04:53,View,Financials,Unauthorized,False
ilfeukfj,2023-01-02 02:04:58,Access,Admin Panel,Unauthorized,False
lrlygzzq,2023-01-02 02:05:39,Login,Documents,Success,True
pgsgqnaa,2023-01-02 02:05:55,View,Reports,Success,True
uqmhmajz,2023-01-02 02:06:10,Access,Admin Panel,Success,False
ipfqtfra,2023-01-02 02:06:13,View,Reports,Success,True
vzxnsmyk,2023-01-02 02:06:20,Login,Documents,Success,True
iuvrfnqi,2023-01-02 02:06:33,Edit,Admin Panel,Success,False
tgxmbwqc,2023-01-02 02:06:45,Login,Dashboard,Success,True
amhnwixe,2023-01-02 02:06:55,Delete,Admin Panel,Success,False
mbabmnvu,2023-01-02 02:07:18,Delete,Admin Panel,Unauthorized,False
slsdsssw,2023-01-02 02:07:22,View,Reports,Success,True
uhtyyfnu,2023-01-02 02:07:47,Access,Documents,Success,True
kzbbfnus,2023-01-02 02:08:59,Delete,Admin Panel,Unauthorized,False
wxjjxipn,2023-01-02 02:09:32,View,Reports,Success,True
ovnhqxtr,2023-01-02 02:09:36,Delete,Admin Panel,Unauthorized,False
xtchqqvz,2023-01-02 02:10:32,Access,Financials,Unauthorized,False
ggtgnivr,2023-01-02 02:10:48,View,Dashboard,Success,True
mktcvrln,2023-01-02 02:10:55,Delete,Admin Panel,Unauthorized,False
makbvdpf,2023-01-02 02:11:09,Delete,Admin Panel,Unauthorized,False
geesrxnh,2023-01-02 02:11:30,View,Dashboard,Success,True
dapnvjya,2023-01-02 02:11:30,View,Reports,Success,True
lsbyjzju,2023-01-02 02:11:41,Edit,Financials,Unauthorized,False
sgfzgqfa,2023-01-02 02:12:02,Access,Documents,Success,True
etgbpplu,2023-01-02 02:12:29,Login,Admin Panel,Unauthorized,False
owbdppjy,2023-01-02 02:12:37,Login,Documents,Success,True
mjrcqfym,2023-01-02 02:12:47,Delete,Admin Panel,Success,False
vpfvjwgj,2023-01-02 02:13:10,Access,Dashboard,Success,True
gjjqsegi,2023-01-02 02:13:15,Access,Dashboard,Success,True
faunhhwb,2023-01-02 02:13:25,Login,Reports,Success,True
ljnuhqqb,2023-01-02 02:13:26,View,Dashboard,Success,True
bmxxtpsi,2023-01-02 02:13:46,Delete,Financials,Unauthorized,False
bqqsorby,2023-01-02 02:13:55,View,Dashboard,Success,True
zrbjuigh,2023-01-02 02:13:56,Login,Dashboard,Success,True
mbmvknud,2023-01-02 02:14:19,Delete,Financials,Unauthorized,False
ndyzrhmv,2023-01-02 02:14:45,Login,Dashboard,Success,True
hkqeuvgw,2023-01-02 02:14:46,View,Dashboard,Success,True
kjbsasce,2023-01-02 02:14:46,Login,Admin Panel,Unauthorized,False
awocntci,2023-01-02 02:15:02,Login,Reports,Success,True
rnrrmbwa,2023-01-02 02:15:15,Login,Documents,Success,True
nceoxbor,2023-01-02 02:15:45,Access,Admin Panel,Unauthorized,False
khufpgzh,2023-01-02 02:16:37,View,Admin Panel,Unauthorized,False
lvwuqwhx,2023-01-02 02:17:17,View,Admin Panel,Unauthorized,False
jaaojite,2023-01-02 02:17:18,Delete,Admin Panel,Unauthorized,False
gyuoqrry,2023-01-02 02:17:51,Access,Documents,Success,True
troanmzp,2023-01-02 02:18:18,Edit,Admin Panel,Unauthorized,False
ghfdzqtm,2023-01-02 02:18:20,Login,Documents,Success,True
hjugzqvz,2023-01-02 02:18:39,Edit,Admin Panel,Unauthorized,False
tcbsqebp,2023-01-02 02:18:49,Login,Reports,Success,True
ivckjvtx,2023-01-02 02:19:17,Delete,Financials,Unauthorized,False
zhzhlsmz,2023-01-02 02:19:33,Delete,Admin Panel,Unauthorized,False
clhqucys,2023-01-02 02:19:45,Access,Documents,Success,True
jticnzva,2023-01-02 02:20:58,Access,Documents,Success,True
cnexohfe,2023-01-02 02:21:24,Login,Reports,Success,True
atfvfgep,2023-01-02 02:21:50,Edit,Admin Panel,Unauthorized,False
oopdtbrw,2023-01-02 02:22:10,View,Reports,Success,True
fprceygv,2023-01-02 02:22:19,View,Documents,Success,True
hwxbtqwp,2023-01-02 02:22:21,Delete,Financials,Success,False
angplaoq,2023-01-02 02:22:36,View,Documents,Success,True
uwcchltj,2023-01-02 02:22:49,Login,Reports,Success,True
nwmmnplr,2023-01-02 02:23:10,View,Admin Panel,Unauthorized,False
ukazyoxi,2023-01-02 02:23:41,Access,Documents,Success,True
lckoermr,2023-01-02 02:24:17,Access,Reports,Success,True
kxrmwjkf,2023-01-02 02:24:57,Login,Documents,Success,True
mfbhvviv,2023-01-02 02:25:09,Edit,Admin Panel,Unauthorized,False
wvyycrfa,2023-01-02 02:25:13,Access,Dashboard,Success,True
tsbrrwvx,2023-01-02 02:25:16,View,Dashboard,Success,True
mjeiwcos,2023-01-02 02:25:44,Edit,Financials,Unauthorized,False
fcmtally,2023-01-02 02:25:44,Login,Admin Panel,Unauthorized,False
gidncbaq,2023-01-02 02:26:08,Access,Documents,Success,True
wpcwwoas,2023-01-02 02:26:17,Edit,Admin Panel,Unauthorized,False
ldtfonml,2023-01-02 02:26:27,View,Dashboard,Success,True
ssiaxdfe,2023-01-02 02:26:28,View,Dashboard,Success,True
pntljuqs,2023-01-02 02:26:42,View,Financials,Unauthorized,False
jjzbhomh,2023-01-02 02:26:54,Login,Admin Panel,Unauthorized,False
prxbizlv,2023-01-02 02:26:59,View,Dashboard,Success,True
giixoxhv,2023-01-02 02:27:04,Login,Reports,Success,True
amnhbiiq,2023-01-02 02:27:14,Access,Reports,Success,True
dckpbwkd,2023-01-02 02:27:30,Login,Dashboard,Success,True
nwszlret,2023-01-02 02:27:32,View,Financials,Unauthorized,False
tonghihq,2023-01-02 02:29:37,Edit,Admin Panel,Unauthorized,False
nmmtxhsp,2023-01-02 02:29:46,Delete,Financials,Unauthorized,False
fqwcoxal,2023-01-02 02:29:52,Login,Reports,Success,True
xskdzqcs,2023-01-02 02:29:59,View,Documents,Success,True
ikjtshnj,2023-01-02 02:30:11,Access,Documents,Success,True
bhrltmrj,2023-01-02 02:30:35,View,Dashboard,Success,True
ektotwlr,2023-01-02 02:31:15,View,Financials,Unauthorized,False
wercgnti,2023-01-02 02:31:25,View,Financials,Unauthorized,False
rartpijq,2023-01-02 02:31:34,Login,Dashboard,Success,True
vcqshtsm,2023-01-02 02:32:06,Login,Reports,Success,True
xxbbzzgb,2023-01-02 02:32:09,Access,Dashboard,Success,True
kcqquqvh,2023-01-02 02:32:37,Delete,Financials,Success,False
notqfuyy,2023-01-02 02:32:51,Access,Financials,Success,False
gkgmyvgp,2023-01-02 02:33:16,View,Documents,Success,True
lmeetson,2023-01-02 02:33:42,Delete,Admin Panel,Unauthorized,False
yjaacpuf,2023-01-02 02:33:55,Access,Documents,Success,True
ucxmznnx,2023-01-02 02:34:04,View,Financials,Unauthorized,False
eqdcrxlu,2023-01-02 02:35:04,View,Dashboard,Success,True
qnchrxiu,2023-01-02 02:35:06,View,Admin Panel,Unauthorized,False
qgiiphtr,2023-01-02 02:35:57,Login,Admin Panel,Unauthorized,False
qgaadlyg,2023-01-02 02:37:14,Login,Dashboard,Success,True
asencspb,2023-01-02 02:37:16,Access,Dashboard,Success,True
woewsnnb,2023-01-02 02:37:22,View,Dashboard,Success,True
zmrethdm,2023-01-02 02:37:24,Login,Reports,Success,True
xoyqhmnd,2023-01-02 02:37:27,Edit,Admin Panel,Unauthorized,False
qjjzwahv,2023-01-02 02:37:36,Login,Reports,Success,True
wtxudqqv,2023-01-02 02:38:05,Login,Reports,Success,True
mwstgwlp,2023-01-02 02:38:22,Login,Reports,Success,True
rbfyyxbc,2023-01-02 02:39:06,Delete,Admin Panel,Unauthorized,False
mhcenwaq,2023-01-02 02:39:07,Edit,Admin Panel,Unauthorized,False
eiercrjh,2023-01-02 02:39:33,Access,Reports,Success,True
jqjzupbe,2023-01-02 02:39:37,Delete,Admin Panel,Unauthorized,False
twaehjkg,2023-01-02 02:39:45,Edit,Admin Panel,Unauthorized,False
zzmvspmv,2023-01-02 02:39:49,View,Documents,Success,True
vtjendll,2023-01-02 02:39:52,Access,Reports,Success,True
zttlifwo,2023-01-02 02:40:27,Access,Documents,Success,True
rhorzlhp,2023-01-02 02:40:35,Access,Admin Panel,Success,False
aamfwlvy,2023-01-02 02:40:47,Access,Reports,Success,True
lvlclzjo,2023-01-02 02:41:07,Edit,Financials,Success,False
vpftdvoi,2023-01-02 02:41:11,View,Admin Panel,Unauthorized,False
cvjznipa,2023-01-02 02:41:20,View,Reports,Success,True
ikwrkcqx,2023-01-02 02:41:29,Delete,Financials,Success,False
uiobdtqn,2023-01-02 02:41:38,Access,Dashboard,Success,True
ikuudnjf,2023-01-02 02:42:02,Access,Financials,Unauthorized,False
bxibadmy,2023-01-02 02:42:07,View,Dashboard,Success,True
dlxnlnto,2023-01-02 02:42:15,Delete,Admin Panel,Unauthorized,False
xibixxki,2023-01-02 02:42:49,Edit,Admin Panel,Success,False
pplxrexp,2023-01-02 02:42:51,View,Financials,Success,False
hpvgoozr,2023-01-02 02:43:02,Access,Financials,Unauthorized,False
tvpxaapf,2023-01-02 02:43:03,Delete,Admin Panel,Unauthorized,False
undrphnf,2023-01-02 02:43:08,View,Admin Panel,Unauthorized,False
dxhtwufy,2023-01-02 02:43:27,Delete,Admin Panel,Success,False
zdvsuuns,2023-01-02 02:44:02,Edit,Financials,Success,False
ocsuhjia,2023-01-02 02:44:19,Access,Reports,Success,True
oscnjxpi,2023-01-02 02:44:53,Access,Dashboard,Success,True
wtiamnmn,2023-01-02 02:45:06,Login,Reports,Success,True
juhxnvvv,2023-01-02 02:45:09,View,Financials,Unauthorized,False
hrhqfkzn,2023-01-02 02:45:21,Delete,Admin Panel,Unauthorized,False
guzmjgkj,2023-01-02 02:45:23,Login,Dashboard,Success,True
lqudgrad,2023-01-02 02:45:37,View,Dashboard,Success,True
esyoycdd,2023-01-02 02:45:44,Access,Documents,Success,True
yushcipd,2023-01-02 02:46:17,Edit,Financials,Unauthorized,False
zibkhvmg,2023-01-02 02:48:10,View,Admin Panel,Unauthorized,False
nqydqycx,2023-01-02 02:48:47,Delete,Financials,Unauthorized,False
ipxgkckt,2023-01-02 02:48:49,Access,Dashboard,Success,True
rjphbwuk,2023-01-02 02:48:55,Access,Documents,Success,True
aklsfhki,2023-01-02 02:49:17,Access,Financials,Unauthorized,False
dqngince,2023-01-02 02:49:28,Access,Reports,Success,True
uaplxwqt,2023-01-02 02:49:46,Login,Admin Panel,Unauthorized,False
mbgqprte,2023-01-02 02:49:59,View,Admin Panel,Unauthorized,False
tkugluxk,2023-01-02 02:50:03,Login,Reports,Success,True
xqsbxhfg,2023-01-02 02:50:09,Edit,Financials,Unauthorized,False
dmllppjk,2023-01-02 02:50:14,Access,Dashboard,Success,True
jcujtdcr,2023-01-02 02:50:48,Edit,Admin Panel,Unauthorized,False
tbmgjgzl,2023-01-02 02:50:51,Access,Financials,Unauthorized,False
trhiizuc,2023-01-02 02:51:04,Edit,Admin Panel,Unauthorized,False
xefbqowl,2023-01-02 02:51:14,Access,Dashboard,Success,True
tgugjmhk,2023-01-02 02:51:18,Access,Reports,Success,True
xuaguuhl,2023-01-02 02:51:31,Access,Admin Panel,Unauthorized,False
sjsayqdl,2023-01-02 02:51:38,Edit,Financials,Unauthorized,False
dwkgzssb,2023-01-02 02:52:02,Login,Reports,Success,True
rgzhwkmd,2023-01-02 02:52:06,Delete,Financials,Success,False
roufzbct,2023-01-02 02:52:15,Login,Admin Panel,Unauthorized,False
wafkjnaq,2023-01-02 02:52:31,Login,Dashboard,Success,True
lvrsikwr,2023-01-02 02:53:17,Access,Financials,Unauthorized,False
ipetatqm,2023-01-02 02:53:22,Login,Financials,Success,False
gegzqjre,2023-01-02 02:53:33,Delete,Financials,Unauthorized,False
htcfyhgh,2023-01-02 02:53:42,Login,Reports,Success,True
arkbdoxe,2023-01-02 02:54:11,Login,Reports,Success,True
bdsakvij,2023-01-02 02:54:18,Edit,Financials,Unauthorized,False
gsxgyiln,2023-01-02 02:54:39,Edit,Admin Panel,Unauthorized,False
lvntmeoc,2023-01-02 02:54:45,Edit,Admin Panel,Unauthorized,False
dwkbwiwl,2023-01-02 02:54:50,View,Admin Panel,Unauthorized,False
crjgguzg,2023-01-02 02:55:16,Delete,Financials,Unauthorized,False
eqhockzy,2023-01-02 02:56:02,Login,Financials,Unauthorized,False
hrczipki,2023-01-02 02:56:43,Access,Documents,Success,True
fpwrkvyx,2023-01-02 02:57:14,Access,Reports,Success,True
frzdebfy,2023-01-02 02:57:23,Edit,Financials,Unauthorized,False
